t_epoch_s,t_mono_ns,ch1_pct,ch2_pct,ch3_pct,ch4_pct,ch5_pct,ch6_pct,ch7_pct,ch8_pct
1764424419.602275,1389859226757,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.613391,1389870342825,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.620339,1389877293790,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.631213,1389888164734,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.640036,1389896987314,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.649232,1389906184101,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.658182,1389915134138,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.666737,1389923688969,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.675513,1389932464008,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.684484,1389941435920,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.693491,1389950442541,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.702297,1389959248787,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.711058,1389968009243,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.719833,1389976784573,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.728829,1389985780402,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.737851,1389994802189,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.746621,1390003573144,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.755401,1390012352558,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.766536,1390023487167,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.773429,1390030380674,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.782287,1390039238253,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.793237,1390050188822,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.802021,1390058972902,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.810799,1390067751149,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.819576,1390076527354,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.828412,1390085363351,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.837215,1390094166972,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.846035,1390102986927,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.854882,1390111834299,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.863761,1390120713170,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.872518,1390129470125,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.881282,1390138233205,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.892232,1390149183191,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.901055,1390158006354,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.909842,1390166793934,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.918643,1390175594931,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.927432,1390184383969,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.936231,1390193182049,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.945063,1390202014254,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.953848,1390210799793,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.962642,1390219594081,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.971417,1390228368828,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.982417,1390239368980,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.991200,1390248151893,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424419.999970,1390256921682,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.008795,1390265746887,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.017591,1390274542633,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.026560,1390283511337,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.035634,1390292585624,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.044411,1390301362121,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.053177,1390310128701,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.061974,1390318925615,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.070811,1390327762778,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.079617,1390336568149,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.088695,1390345645936,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.097591,1390354542891,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.106764,1390363715761,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.115727,1390372678923,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.124599,1390381550503,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.133383,1390390334291,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.144315,1390401266194,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.153136,1390410087315,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.162179,1390419131269,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.170901,1390427851766,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.179668,1390436619513,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.188485,1390445436843,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.197140,1390454092007,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.205965,1390462916337,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.214763,1390471714417,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.223568,1390480519788,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.232376,1390489327493,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.243317,1390500268146,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.252126,1390509077309,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.260930,1390517881514,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.269947,1390526898634,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.278870,1390535821839,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.287655,1390544606502,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.296504,1390553455624,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.305530,1390562481494,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.314446,1390571397407,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.323256,1390580208320,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.332053,1390589004650,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424420.340970,1390597920855,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
