t_epoch_s,t_mono_ns,ch1_pct,ch2_pct,ch3_pct,ch4_pct,ch5_pct,ch6_pct,ch7_pct,ch8_pct
1764424313.217408,1283474359853,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.228440,1283485391387,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.239302,1283496253770,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.248090,1283505041725,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.259007,1283515958645,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.267861,1283524812219,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.278795,1283535747220,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.287616,1283544567839,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.298536,1283555487967,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.307735,1283564686841,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.318787,1283575738207,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.327583,1283584534328,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.338796,1283595747844,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.347582,1283604533758,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.358883,1283615835349,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.367744,1283624695631,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.378655,1283635606718,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.387910,1283644861296,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.398839,1283655791047,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.407638,1283664588918,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.418566,1283675517795,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.427395,1283684346288,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.438316,1283695267583,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.449271,1283706222707,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.458019,1283714970999,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.468895,1283725847089,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.477682,1283734633878,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.488749,1283745700700,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.497909,1283754860495,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.509185,1283766136422,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.518280,1283775231765,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.529537,1283786489319,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.538707,1283795658155,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.547802,1283804753789,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.559064,1283816015718,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.568169,1283825120976,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.579430,1283836381738,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.588537,1283845489330,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.597609,1283854560466,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.608870,1283865821812,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.617957,1283874908697,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.629214,1283886165667,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.638317,1283895269176,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.649583,1283906534896,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.658683,1283915635196,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.667789,1283924741330,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.679078,1283936029797,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.688026,1283944977571,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.699122,1283956074140,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.708070,1283965021622,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.719158,1283976110025,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.728100,1283985051966,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.739205,1283996156993,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.748149,1284005100683,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
1764424313.759240,1284016191711,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000,7.500000
