t_s,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
0.759157,0,0,0,0,0,0,0,0
0.769333,0,0,0,0,0,0,0,0
0.779621,0,0,0,0,0,0,0,0
0.789739,0,0,0,0,0,0,0,0
0.799834,0,0,0,0,0,0,0,0
0.810103,0,0,0,0,0,0,0,0
0.820291,0,0,0,0,0,0,0,0
0.83038,0,0,0,0,0,0,0,0
0.840637,0,0,0,0,0,0,0,0
0.850866,0,0,0,0,0,0,0,0
0.861156,0,0,0,0,0,0,0,0
0.871234,0,0,0,0,0,0,0,0
0.881408,0,0,0,0,0,0,0,0
0.891587,0,0,0,0,0,0,0,0
0.901796,0,0,0,0,0,0,0,0
0.91188,0,0,0,0,0,0,0,0
0.921942,0,0,0,0,0,0,0,0
0.932017,0,0,0,0,0,0,0,0
0.9421,0,0,0,0,0,0,0,0
0.952176,0,0,0,0,0,0,0,0
0.962254,0,0,0,0,0,0,0,0
0.972335,0,0,0,0,0,0,0,0
0.982415,0,0,0,0,0,0,0,0
0.992517,0,0,0,0,0,0,0,0
1.00285,0,0,0,0,0,0,0,0
1.01296,0,0,0,0,0,0,0,0
1.02303,0,0,0,0,0,0,0,0
1.03311,0,0,0,0,0,0,0,0
1.04318,0,0,0,0,0,0,0,0
1.05326,0,0,0,0,0,0,0,0
1.06334,0,0,0,0,0,0,0,0
1.07343,0,0,0,0,0,0,0,0
1.08361,0,0,0,0,0,0,0,0
1.0937,0,0,0,0,0,0,0,0
1.10378,0,0,0,0,0,0,0,0
1.11385,0,0,0,0,0,0,0,0
1.12391,0,0,0,0,0,0,0,0
1.13398,0,0,0,0,0,0,0,0
1.14405,0,0,0,0,0,0,0,0
1.15413,0,0,0,0,0,0,0,0
1.16421,0,0,0,0,0,0,0,0
1.17429,0,0,0,0,0,0,0,0
1.18456,0,0,0,0,0,0,0,0
1.19483,0,0,0,0,0,0,0,0
1.20506,0,0,0,0,0,0,0,0
1.21525,0,0,0,0,0,0,0,0
1.22544,0,0,0,0,0,0,0,0
1.23561,0,0,0,0,0,0,0,0
1.24571,0,0,0,0,0,0,0,0
1.25589,0,0,0,0,0,0,0,0
1.26607,0,0,0,0,0,0,0,0
1.27633,0,0,0,0,0,0,0,0
1.28652,0,0,0,0,0,0,0,0
1.2967,0,0,0,0,0,0,0,0
1.30687,0,0,0,0,0,0,0,0
1.31703,0,0,0,0,0,0,0,0
1.3272,0,0,0,0,0,0,0,0
1.33736,0,0,0,0,0,0,0,0
1.34753,0,0,0,0,0,0,0,0
1.35769,0,0,0,0,0,0,0,0
1.36787,0,0,0,0,0,0,0,0
1.37804,0,0,0,0,0,0,0,0
1.3885,0,0,0,0,0,0,0,0
1.39876,0,0,0,0,0,0,0,0
1.40892,0,0,0,0,0,0,0,0
1.41906,0,0,0,0,0,0,0,0
1.42912,0,0,0,0,0,0,0,0
1.43926,0,0,0,0,0,0,0,0
1.44944,0,0,0,0,0,0,0,0
1.45962,0,0,0,0,0,0,0,0
1.46981,0,0,0,0,0,0,0,0
1.47984,0,0,0,0,0,0,0,0
1.49002,0,0,0,0,0,0,0,0
1.5001,0,0,0,0,0,0,0,0
1.51018,0,0,0,0,0,0,0,0
1.52036,0,0,0,0,0,0,0,0
1.53045,0,0,0,0,0,0,0,0
1.54053,0,0,0,0,0,0,0,0
1.55061,0,0,0,0,0,0,0,0
1.56071,0,0,0,0,0,0,0,0
1.57081,0,0,0,0,0,0,0,0
1.58088,0,0,0,0,0,0,0,0
1.59108,0,0,0,0,0,0,0,0
1.60126,0,0,0,0,0,0,0,0
1.61134,0,0,0,0,0,0,0,0
1.62142,0,0,0,0,0,0,0,0
1.63161,0,0,0,0,0,0,0,0
1.64169,0,0,0,0,0,0,0,0
1.65188,0,0,0,0,0,0,0,0
1.66218,0,0,0,0,0,0,0,0
1.67235,0,0,0,0,0,0,0,0
1.68244,0,0,0,0,0,0,0,0
1.69261,0,0,0,0,0,0,0,0
1.70277,0,0,0,0,0,0,0,0
1.71295,0,0,0,0,0,0,0,0
1.72301,0,0,0,0,0,0,0,0
1.73308,0,0,0,0,0,0,0,0
1.74314,0,0,0,0,0,0,0,0
1.7532,0,0,0,0,0,0,0,0
1.76338,0,0,0,0,0,0,0,0
1.77358,0,0,0,0,0,0,0,0
1.78378,0,0,0,0,0,0,0,0
1.79403,0,0,0,0,0,0,0,0
1.80433,0,0,0,0,0,0,0,0
1.81454,0,0,0,0,0,0,0,0
1.82475,0,0,0,0,0,0,0,0
1.83494,0,0,0,0,0,0,0,0
1.84514,0,0,0,0,0,0,0,0
1.85533,0,0,0,0,0,0,0,0
1.86554,0,0,0,0,0,0,0,0
1.87574,0,0,0,0,0,0,0,0
1.88593,0,0,0,0,0,0,0,0
1.89614,0,0,0,0,0,0,0,0
1.90635,0,0,0,0,0,0,0,0
1.91652,0,0,0,0,0,0,0,0
1.9268,0,0,0,0,0,0,0,0
1.9371,0,0,0,0,0,0,0,0
1.94736,0,0,0,0,0,0,0,0
1.95765,0,0,0,0,0,0,0,0
1.96791,0,0,0,0,0,0,0,0
1.97818,0,0,0,0,0,0,0,0
1.98842,0,0,0,0,0,0,0,0
1.99851,0,0,0,0,0,0,0,0
2.00859,0,0,0,0,0,0,0,0
2.01882,0,0,0,0,0,0,0,0
2.02908,0,0,0,0,0,0,0,0
2.03932,0,0,0,0,0,0,0,0
2.04958,0,0,0,0,0,0,0,0
2.05983,0,0,0,0,0,0,0,0
2.07008,0,0,0,0,0,0,0,0
2.08026,0,0,0,0,0,0,0,0
2.09042,0,0,0,0,0,0,0,0
2.1006,0,0,0,0,0,0,0,0
2.11078,0,0,0,0,0,0,0,0
2.12096,0,0,0,0,0,0,0,0
2.13115,0,0,0,0,0,0,0,0
2.14131,0,0,0,0,0,0,0,0
2.1515,0,0,0,0,0,0,0,0
2.16169,0,0,0,0,0,0,0,0
2.17187,0,0,0,0,0,0,0,0
2.18206,0,0,0,0,0,0,0,0
2.19224,0,0,0,0,0,0,0,0
2.20248,0,0,0,0,0,0,0,0
2.21276,0,0,0,0,0,0,0,0
2.22294,0,0,0,0,0,0,0,0
2.23319,0,0,0,0,0,0,0,0
2.24328,0,0,0,0,0,0,0,0
2.25336,0,0,0,0,0,0,0,0
2.26343,0,0,0,0,0,0,0,0
2.2735,0,0,0,0,0,0,0,0
2.28357,0,0,0,0,0,0,0,0
2.29364,0,0,0,0,0,0,0,0
2.30372,0,0,0,0,0,0,0,0
2.31379,0,0,0,0,0,0,0,0
2.32387,0,0,0,0,0,0,0,0
2.33393,0,0,0,0,0,0,0,0
2.344,0,0,0,0,0,0,0,0
2.35409,0,0,0,0,0,0,0,0
2.36417,0,0,0,0,0,0,0,0
2.37426,0,0,0,0,0,0,0,0
2.38435,0,0,0,0,0,0,0,0
2.39444,0,0,0,0,0,0,0,0
2.40453,0,0,0,0,0,0,0,0
2.41461,0,0,0,0,0,0,0,0
2.42469,0,0,0,0,0,0,0,0
2.43478,0,0,0,0,0,0,0,0
2.44487,0,0,0,0,0,0,0,0
2.45503,0,0,0,0,0,0,0,0
2.4652,0,0,0,0,0,0,0,0
2.47538,0,0,0,0,0,0,0,0
2.48545,0,0,0,0,0,0,0,0
2.49553,0,0,0,0,0,0,0,0
2.50561,0,0,0,0,0,0,0,0
2.51569,0,0,0,0,0,0,0,0
2.52578,0,0,0,0,0,0,0,0
2.53586,0,0,0,0,0,0,0,0
2.54594,0,0,0,0,0,0,0,0
2.55602,0,0,0,0,0,0,0,0
2.5661,0,0,0,0,0,0,0,0
2.57618,0,0,0,0,0,0,0,0
2.58626,0,0,0,0,0,0,0,0
2.59634,0,0,0,0,0,0,0,0
2.60642,0,0,0,0,0,0,0,0
2.61649,0,0,0,0,0,0,0,0
2.62657,0,0,0,0,0,0,0,0
2.63664,0,0,0,0,0,0,0,0
2.64672,0,0,0,0,0,0,0,0
2.65678,0,0,0,0,0,0,0,0
2.66686,0,0,0,0,0,0,0,0
2.67694,0,0,0,0,0,0,0,0
2.68702,0,0,0,0,0,0,0,0
2.6971,0,0,0,0,0,0,0,0
2.70718,0,0,0,0,0,0,0,0
2.71726,0,0,0,0,0,0,0,0
2.72739,0,0,0,0,0,0,0,0
2.73757,0,0,0,0,0,0,0,0
2.74775,0,0,0,0,0,0,0,0
2.75793,0,0,0,0,0,0,0,0
2.7681,0,0,0,0,0,0,0,0
2.77838,0,0,0,0,0,0,0,0
2.78856,0,0,0,0,0,0,0,0
2.79874,0,0,0,0,0,0,0,0
2.80882,0,0,0,0,0,0,0,0
2.81891,0,0,0,0,0,0,0,0
2.82912,0,0,0,0,0,0,0,0
2.8392,0,0,0,0,0,0,0,0
2.84938,0,0,0,0,0,0,0,0
2.85946,0,0,0,0,0,0,0,0
2.86954,0,0,0,0,0,0,0,0
2.87963,0,0,0,0,0,0,0,0
2.88981,0,0,0,0,0,0,0,0
2.89989,0,0,0,0,0,0,0,0
2.90996,0,0,0,0,0,0,0,0
2.92004,0,0,0,0,0,0,0,0
2.93012,0,0,0,0,0,0,0,0
2.9402,0,0,0,0,0,0,0,0
2.95027,0,0,0,0,0,0,0,0
2.96037,0,0,0,0,0,0,0,0
2.97052,0,0,0,0,0,0,0,0
2.9806,0,0,0,0,0,0,0,0
2.99067,0,0,0,0,0,0,0,0
3.00075,0,0,0,0,0,0,0,0
3.01082,0,0,0,0,0,0,0,0
3.02089,0,0,0,0,0,0,0,0
3.03098,0,0,0,0,0,0,0,0
3.04105,0,0,0,0,0,0,0,0
3.05113,0,0,0,0,0,0,0,0
3.0612,0,0,0,0,0,0,0,0
3.07127,0,0,0,0,0,0,0,0
3.08134,0,0,0,0,0,0,0,0
3.09141,0,0,0,0,0,0,0,0
3.10149,0,0,0,0,0,0,0,0
3.11166,0,0,0,0,0,0,0,0
3.12182,0,0,0,0,0,0,0,0
3.13199,0,0,0,0,0,0,0,0
3.14216,0,0,0,0,0,0,0,0
3.15223,0,0,0,0,0,0,0,0
3.1623,0,0,0,0,0,0,0,0
3.17238,0,0,0,0,0,0,0,0
3.18247,0,0,0,0,0,0,0,0
3.19263,0,0,0,0,0,0,0,0
3.20272,0,0,0,0,0,0,0,0
3.21292,0,0,0,0,0,0,0,0
3.223,0,0,0,0,0,0,0,0
3.23319,0,0,0,0,0,0,0,0
3.24328,0,0,0,0,0,0,0,0
3.25353,0,0,0,0,0,0,0,0
3.26362,0,0,0,0,0,0,0,0
3.27378,0,0,0,0,0,0,0,0
3.28386,0,0,0,0,0,0,0,0
3.29394,0,0,0,0,0,0,0,0
3.30402,0,0,0,0,0,0,0,0
3.31419,0,0,0,0,0,0,0,0
3.32427,0,0,0,0,0,0,0,0
3.33445,0,0,0,0,0,0,0,0
3.34453,0,0,0,0,0,0,0,0
3.3547,0,0,0,0,0,0,0,0
3.36489,0,0,0,0,0,0,0,0
3.37506,0,0,0,0,0,0,0,0
3.38525,0,0,0,0,0,0,0,0
3.39533,0,0,0,0,0,0,0,0
3.40548,0,0,0,0,0,0,0,0
3.4157,0,0,0,0,0,0,0,0
3.42578,0,0,0,0,0,0,0,0
3.43595,0,0,0,0,0,0,0,0
3.44602,0,0,0,0,0,0,0,0
3.45621,0,0,0,0,0,0,0,0
3.4664,0,0,0,0,0,0,0,0
3.47647,0,0,0,0,0,0,0,0
3.48663,0,0,0,0,0,0,0,0
3.49671,0,0,0,0,0,0,0,0
3.50689,0,0,0,0,0,0,0,0
3.51697,0,0,0,0,0,0,0,0
3.52705,0,0,0,0,0,0,0,0
3.53713,0,0,0,0,0,0,0,0
3.54721,0,0,0,0,0,0,0,0
3.55729,0,0,0,0,0,0,0,0
3.56737,0,0,0,0,0,0,0,0
3.57745,0,0,0,0,0,0,0,0
3.58752,0,0,0,0,0,0,0,0
3.5976,0,0,0,0,0,0,0,0
3.60768,0,0,0,0,0,0,0,0
3.61776,0,0,0,0,0,0,0,0
3.62784,0,0,0,0,0,0,0,0
3.63792,0,0,0,0,0,0,0,0
3.648,0,0,0,0,0,0,0,0
3.65807,0,0,0,0,0,0,0,0
3.66813,0,0,0,0,0,0,0,0
3.67821,0,0,0,0,0,0,0,0
3.68829,0,0,0,0,0,0,0,0
3.69836,0,0,0,0,0,0,0,0
3.70843,0,0,0,0,0,0,0,0
3.71851,0,0,0,0,0,0,0,0
3.72869,0,0,0,0,0,0,0,0
3.73878,0,0,0,0,0,0,0,0
3.74888,0,0,0,0,0,0,0,0
3.75905,0,0,0,0,0,0,0,0
3.76923,0,0,0,0,0,0,0,0
3.7793,0,0,0,0,0,0,0,0
3.78937,0,0,0,0,0,0,0,0
3.79946,0,0,0,0,0,0,0,0
3.80954,0,0,0,0,0,0,0,0
3.81961,0,0,0,0,0,0,0,0
3.8297,0,0,0,0,0,0,0,0
3.83975,0,0,0,0,0,0,0,0
3.84985,0,0,0,0,0,0,0,0
