t_s,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
20.4263,0.25,0.25,0.25,0.25,0,0,0,0
20.4365,0.25,0.25,0.25,0.25,0,0,0,0
20.4468,0.25,0.25,0.25,0.25,0,0,0,0
20.4571,0.25,0.25,0.25,0.25,0,0,0,0
20.4674,0.25,0.25,0.25,0.25,0,0,0,0
20.4776,0.25,0.25,0.25,0.25,0,0,0,0
20.4878,0.25,0.25,0.25,0.25,0,0,0,0
20.4981,0.25,0.25,0.25,0.25,0,0,0,0
20.5083,0.25,0.25,0.25,0.25,0,0,0,0
20.5185,0.25,0.25,0.25,0.25,0,0,0,0
20.5287,0.25,0.25,0.25,0.25,0,0,0,0
20.5389,0.25,0.25,0.25,0.25,0,0,0,0
20.5492,0.25,0.25,0.25,0.25,0,0,0,0
20.5594,0.25,0.25,0.25,0.25,0,0,0,0
20.5696,0.25,0.25,0.25,0.25,0,0,0,0
20.5798,0.25,0.25,0.25,0.25,0,0,0,0
20.5901,0.25,0.25,0.25,0.25,0,0,0,0
20.6003,0.25,0.25,0.25,0.25,0,0,0,0
20.6105,0.25,0.25,0.25,0.25,0,0,0,0
20.6207,0.25,0.25,0.25,0.25,0,0,0,0
20.6309,0.25,0.25,0.25,0.25,0,0,0,0
20.6411,0.25,0.25,0.25,0.25,0,0,0,0
20.6514,0.25,0.25,0.25,0.25,0,0,0,0
20.6615,0.25,0.25,0.25,0.25,0,0,0,0
20.6718,0.25,0.25,0.25,0.25,0,0,0,0
20.6819,0.25,0.25,0.25,0.25,0,0,0,0
20.6921,0.25,0.25,0.25,0.25,0,0,0,0
20.7022,0.25,0.25,0.25,0.25,0,0,0,0
20.7123,0.25,0.25,0.25,0.25,0,0,0,0
20.7224,0.25,0.25,0.25,0.25,0,0,0,0
20.7326,0.25,0.25,0.25,0.25,0,0,0,0
20.7428,0.25,0.25,0.25,0.25,0,0,0,0
20.753,0.25,0.25,0.25,0.25,0,0,0,0
20.7631,0.25,0.25,0.25,0.25,0,0,0,0
20.7733,0.25,0.25,0.25,0.25,0,0,0,0
20.7835,0.25,0.25,0.25,0.25,0,0,0,0
20.7937,0.25,0.25,0.25,0.25,0,0,0,0
20.8038,0.25,0.25,0.25,0.25,0,0,0,0
20.814,0.25,0.25,0.25,0.25,0,0,0,0
20.8242,0.25,0.25,0.25,0.25,0,0,0,0
20.8344,0.25,0.25,0.25,0.25,0,0,0,0
20.8446,0.25,0.25,0.25,0.25,0,0,0,0
20.8547,0.25,0.25,0.25,0.25,0,0,0,0
20.8649,0.25,0.25,0.25,0.25,0,0,0,0
20.8751,0.25,0.25,0.25,0.25,0,0,0,0
20.8853,0.25,0.25,0.25,0.25,0,0,0,0
20.8954,0.25,0.25,0.25,0.25,0,0,0,0
20.9055,0.25,0.25,0.25,0.25,0,0,0,0
20.9157,0.25,0.25,0.25,0.25,0,0,0,0
20.9259,0.25,0.25,0.25,0.25,0,0,0,0
20.9361,0.25,0.25,0.25,0.25,0,0,0,0
20.9464,0.25,0.25,0.25,0.25,0,0,0,0
20.9566,0.25,0.25,0.25,0.25,0,0,0,0
20.9668,0.25,0.25,0.25,0.25,0,0,0,0
20.977,0.25,0.25,0.25,0.25,0,0,0,0
20.9873,0.25,0.25,0.25,0.25,0,0,0,0
20.9975,0.25,0.25,0.25,0.25,0,0,0,0
21.0077,0.25,0.25,0.25,0.25,0,0,0,0
21.0179,0.25,0.25,0.25,0.25,0,0,0,0
21.0281,0.25,0.25,0.25,0.25,0,0,0,0
21.0384,0.25,0.25,0.25,0.25,0,0,0,0
21.0486,0.25,0.25,0.25,0.25,0,0,0,0
21.0589,0.25,0.25,0.25,0.25,0,0,0,0
21.0691,0.25,0.25,0.25,0.25,0,0,0,0
21.0793,0.25,0.25,0.25,0.25,0,0,0,0
21.0895,0.25,0.25,0.25,0.25,0,0,0,0
21.0998,0.25,0.25,0.25,0.25,0,0,0,0
21.11,0.25,0.25,0.25,0.25,0,0,0,0
21.1202,0.25,0.25,0.25,0.25,0,0,0,0
21.1305,0.25,0.25,0.25,0.25,0,0,0,0
21.1407,0.25,0.25,0.25,0.25,0,0,0,0
21.1509,0.25,0.25,0.25,0.25,0,0,0,0
21.1612,0.25,0.25,0.25,0.25,0,0,0,0
21.1714,0.25,0.25,0.25,0.25,0,0,0,0
21.1816,0.25,0.25,0.25,0.25,0,0,0,0
21.1918,0.25,0.25,0.25,0.25,0,0,0,0
21.2021,0.25,0.25,0.25,0.25,0,0,0,0
21.2123,0.25,0.25,0.25,0.25,0,0,0,0
21.2225,0.25,0.25,0.25,0.25,0,0,0,0
21.2327,0.25,0.25,0.25,0.25,0,0,0,0
21.2429,0.25,0.25,0.25,0.25,0,0,0,0
21.2532,0.25,0.25,0.25,0.25,0,0,0,0
21.2634,0.25,0.25,0.25,0.25,0,0,0,0
21.2736,0.25,0.25,0.25,0.25,0,0,0,0
21.2839,0.25,0.25,0.25,0.25,0,0,0,0
21.2941,0.25,0.25,0.25,0.25,0,0,0,0
21.3043,0.25,0.25,0.25,0.25,0,0,0,0
21.3145,0.25,0.25,0.25,0.25,0,0,0,0
21.3248,0.25,0.25,0.25,0.25,0,0,0,0
21.335,0.25,0.25,0.25,0.25,0,0,0,0
21.3452,0.25,0.25,0.25,0.25,0,0,0,0
21.3554,0.25,0.25,0.25,0.25,0,0,0,0
21.3657,0.25,0.25,0.25,0.25,0,0,0,0
21.376,0.25,0.25,0.25,0.25,0,0,0,0
21.3862,0.25,0.25,0.25,0.25,0,0,0,0
21.3964,0.25,0.25,0.25,0.25,0,0,0,0
21.4066,0.25,0.25,0.25,0.25,0,0,0,0
21.4169,0.25,0.25,0.25,0.25,0,0,0,0
21.427,0.25,0.25,0.25,0.25,0,0,0,0
21.4372,0.25,0.25,0.25,0.25,0,0,0,0
21.4474,0.25,0.25,0.25,0.25,0,0,0,0
21.4576,0.25,0.25,0.25,0.25,0,0,0,0
21.4678,0.25,0.25,0.25,0.25,0,0,0,0
21.4781,0.25,0.25,0.25,0.25,0,0,0,0
21.4883,0.25,0.25,0.25,0.25,0,0,0,0
21.4985,0.25,0.25,0.25,0.25,0,0,0,0
21.5087,0.25,0.25,0.25,0.25,0,0,0,0
21.5189,0.25,0.25,0.25,0.25,0,0,0,0
21.5292,0.25,0.25,0.25,0.25,0,0,0,0
21.5395,0.25,0.25,0.25,0.25,0,0,0,0
21.5497,0.25,0.25,0.25,0.25,0,0,0,0
21.5599,0.25,0.25,0.25,0.25,0,0,0,0
21.5701,0.25,0.25,0.25,0.25,0,0,0,0
21.5803,0.25,0.25,0.25,0.25,0,0,0,0
21.5906,0.25,0.25,0.25,0.25,0,0,0,0
21.6008,0.25,0.25,0.25,0.25,0,0,0,0
21.611,0.25,0.25,0.25,0.25,0,0,0,0
21.6212,0.25,0.25,0.25,0.25,0,0,0,0
21.6314,0.25,0.25,0.25,0.25,0,0,0,0
21.6417,0.25,0.25,0.25,0.25,0,0,0,0
21.6519,0.25,0.25,0.25,0.25,0,0,0,0
21.6621,0.25,0.25,0.25,0.25,0,0,0,0
21.6724,0.25,0.25,0.25,0.25,0,0,0,0
21.6826,0.25,0.25,0.25,0.25,0,0,0,0
21.6928,0.25,0.25,0.25,0.25,0,0,0,0
21.7031,0.25,0.25,0.25,0.25,0,0,0,0
21.7133,0.25,0.25,0.25,0.25,0,0,0,0
21.7235,0.25,0.25,0.25,0.25,0,0,0,0
21.7337,0.25,0.25,0.25,0.25,0,0,0,0
21.7439,0.25,0.25,0.25,0.25,0,0,0,0
21.7541,0.25,0.25,0.25,0.25,0,0,0,0
21.7643,0.25,0.25,0.25,0.25,0,0,0,0
21.7745,0.25,0.25,0.25,0.25,0,0,0,0
21.7846,0.25,0.25,0.25,0.25,0,0,0,0
21.7948,0.25,0.25,0.25,0.25,0,0,0,0
21.805,0.25,0.25,0.25,0.25,0,0,0,0
21.8152,0.25,0.25,0.25,0.25,0,0,0,0
21.8254,0.25,0.25,0.25,0.25,0,0,0,0
21.8355,0.25,0.25,0.25,0.25,0,0,0,0
21.8457,0.25,0.25,0.25,0.25,0,0,0,0
21.8559,0.25,0.25,0.25,0.25,0,0,0,0
21.8661,0.25,0.25,0.25,0.25,0,0,0,0
21.8762,0.25,0.25,0.25,0.25,0,0,0,0
21.8864,0.25,0.25,0.25,0.25,0,0,0,0
21.8966,0.25,0.25,0.25,0.25,0,0,0,0
21.9068,0.25,0.25,0.25,0.25,0,0,0,0
21.9169,0.25,0.25,0.25,0.25,0,0,0,0
21.9271,0.25,0.25,0.25,0.25,0,0,0,0
21.9373,0.25,0.25,0.25,0.25,0,0,0,0
21.9475,0.25,0.25,0.25,0.25,0,0,0,0
21.9577,0.25,0.25,0.25,0.25,0,0,0,0
21.9679,0.25,0.25,0.25,0.25,0,0,0,0
21.9781,0.25,0.25,0.25,0.25,0,0,0,0
21.9884,0.25,0.25,0.25,0.25,0,0,0,0
21.9986,0.25,0.25,0.25,0.25,0,0,0,0
22.0088,0.25,0.25,0.25,0.25,0,0,0,0
22.0191,0.25,0.25,0.25,0.25,0,0,0,0
22.0293,0.25,0.25,0.25,0.25,0,0,0,0
22.0396,0.25,0.25,0.25,0.25,0,0,0,0
22.0498,0.25,0.25,0.25,0.25,0,0,0,0
22.06,0.25,0.25,0.25,0.25,0,0,0,0
22.0702,0.25,0.25,0.25,0.25,0,0,0,0
22.0805,0.25,0.25,0.25,0.25,0,0,0,0
22.0907,0.25,0.25,0.25,0.25,0,0,0,0
22.1009,0.25,0.25,0.25,0.25,0,0,0,0
22.1111,0.25,0.25,0.25,0.25,0,0,0,0
22.1214,0.25,0.25,0.25,0.25,0,0,0,0
22.1316,0.25,0.25,0.25,0.25,0,0,0,0
22.1418,0.25,0.25,0.25,0.25,0,0,0,0
22.152,0.25,0.25,0.25,0.25,0,0,0,0
22.1622,0.25,0.25,0.25,0.25,0,0,0,0
22.1725,0.25,0.25,0.25,0.25,0,0,0,0
22.1827,0.25,0.25,0.25,0.25,0,0,0,0
22.1929,0.25,0.25,0.25,0.25,0,0,0,0
22.2031,0.25,0.25,0.25,0.25,0,0,0,0
22.2134,0.25,0.25,0.25,0.25,0,0,0,0
22.2236,0.25,0.25,0.25,0.25,0,0,0,0
22.2338,0.25,0.25,0.25,0.25,0,0,0,0
22.244,0.25,0.25,0.25,0.25,0,0,0,0
22.2543,0.25,0.25,0.25,0.25,0,0,0,0
22.2645,0.25,0.25,0.25,0.25,0,0,0,0
22.2747,0.25,0.25,0.25,0.25,0,0,0,0
22.2849,0.25,0.25,0.25,0.25,0,0,0,0
22.2952,0.25,0.25,0.25,0.25,0,0,0,0
22.3054,0.25,0.25,0.25,0.25,0,0,0,0
22.3156,0.25,0.25,0.25,0.25,0,0,0,0
22.3258,0.25,0.25,0.25,0.25,0,0,0,0
22.3361,0.25,0.25,0.25,0.25,0,0,0,0
22.3463,0.25,0.25,0.25,0.25,0,0,0,0
22.3565,0.25,0.25,0.25,0.25,0,0,0,0
22.3668,0.25,0.25,0.25,0.25,0,0,0,0
22.377,0.25,0.25,0.25,0.25,0,0,0,0
22.3872,0.25,0.25,0.25,0.25,0,0,0,0
22.3974,0.25,0.25,0.25,0.25,0,0,0,0
22.4077,0.25,0.25,0.25,0.25,0,0,0,0
22.4179,0.25,0.25,0.25,0.25,0,0,0,0
22.4281,0.25,0.25,0.25,0.25,0,0,0,0
22.4383,0.25,0.25,0.25,0.25,0,0,0,0
22.4485,0.25,0.25,0.25,0.25,0,0,0,0
22.4588,0.25,0.25,0.25,0.25,0,0,0,0
22.469,0.25,0.25,0.25,0.25,0,0,0,0
22.4792,0.25,0.25,0.25,0.25,0,0,0,0
22.4894,0.25,0.25,0.25,0.25,0,0,0,0
22.4996,0.25,0.25,0.25,0.25,0,0,0,0
22.5099,0.25,0.25,0.25,0.25,0,0,0,0
22.5201,0.25,0.25,0.25,0.25,0,0,0,0
22.5303,0.25,0.25,0.25,0.25,0,0,0,0
22.5405,0.25,0.25,0.25,0.25,0,0,0,0
22.5508,0.25,0.25,0.25,0.25,0,0,0,0
22.561,0.25,0.25,0.25,0.25,0,0,0,0
22.5713,0.25,0.25,0.25,0.25,0,0,0,0
22.5815,0.25,0.25,0.25,0.25,0,0,0,0
22.5917,0.25,0.25,0.25,0.25,0,0,0,0
22.6019,0.25,0.25,0.25,0.25,0,0,0,0
22.6121,0.25,0.25,0.25,0.25,0,0,0,0
22.6224,0.25,0.25,0.25,0.25,0,0,0,0
22.6326,0.25,0.25,0.25,0.25,0,0,0,0
22.6429,0.25,0.25,0.25,0.25,0,0,0,0
22.6531,0.25,0.25,0.25,0.25,0,0,0,0
22.6633,0.25,0.25,0.25,0.25,0,0,0,0
22.6735,0.25,0.25,0.25,0.25,0,0,0,0
22.6838,0.25,0.25,0.25,0.25,0,0,0,0
22.694,0.25,0.25,0.25,0.25,0,0,0,0
22.7042,0.25,0.25,0.25,0.25,0,0,0,0
22.7144,0.25,0.25,0.25,0.25,0,0,0,0
22.7247,0.25,0.25,0.25,0.25,0,0,0,0
22.7349,0.25,0.25,0.25,0.25,0,0,0,0
22.7451,0.25,0.25,0.25,0.25,0,0,0,0
22.7553,0.25,0.25,0.25,0.25,0,0,0,0
22.7656,0.25,0.25,0.25,0.25,0,0,0,0
22.7758,0.25,0.25,0.25,0.25,0,0,0,0
22.786,0.25,0.25,0.25,0.25,0,0,0,0
22.7961,0.25,0.25,0.25,0.25,0,0,0,0
22.8063,0.25,0.25,0.25,0.25,0,0,0,0
22.8166,0.25,0.25,0.25,0.25,0,0,0,0
22.8268,0.25,0.25,0.25,0.25,0,0,0,0
22.837,0.25,0.25,0.25,0.25,0,0,0,0
22.8472,0.25,0.25,0.25,0.25,0,0,0,0
22.8575,0.25,0.25,0.25,0.25,0,0,0,0
22.8677,0.25,0.25,0.25,0.25,0,0,0,0
22.8779,0.25,0.25,0.25,0.25,0,0,0,0
22.8881,0.25,0.25,0.25,0.25,0,0,0,0
22.8984,0.25,0.25,0.25,0.25,0,0,0,0
22.9086,0.25,0.25,0.25,0.25,0,0,0,0
22.9188,0.25,0.25,0.25,0.25,0,0,0,0
22.9291,0.25,0.25,0.25,0.25,0,0,0,0
22.9393,0.25,0.25,0.25,0.25,0,0,0,0
22.9496,0.25,0.25,0.25,0.25,0,0,0,0
22.9598,0.25,0.25,0.25,0.25,0,0,0,0
22.97,0.25,0.25,0.25,0.25,0,0,0,0
22.9802,0.25,0.25,0.25,0.25,0,0,0,0
22.9904,0.25,0.25,0.25,0.25,0,0,0,0
23.0007,0.25,0.25,0.25,0.25,0,0,0,0
23.0109,0.25,0.25,0.25,0.25,0,0,0,0
23.0211,0.25,0.25,0.25,0.25,0,0,0,0
23.0314,0.25,0.25,0.25,0.25,0,0,0,0
23.0416,0.25,0.25,0.25,0.25,0,0,0,0
23.0518,0.25,0.25,0.25,0.25,0,0,0,0
23.062,0.25,0.25,0.25,0.25,0,0,0,0
23.0723,0.25,0.25,0.25,0.25,0,0,0,0
23.0825,0.25,0.25,0.25,0.25,0,0,0,0
23.0927,0.25,0.25,0.25,0.25,0,0,0,0
23.1029,0.25,0.25,0.25,0.25,0,0,0,0
23.1131,0.25,0.25,0.25,0.25,0,0,0,0
23.1234,0.25,0.25,0.25,0.25,0,0,0,0
23.1336,0.25,0.25,0.25,0.25,0,0,0,0
23.1438,0.25,0.25,0.25,0.25,0,0,0,0
23.154,0.25,0.25,0.25,0.25,0,0,0,0
23.1642,0.25,0.25,0.25,0.25,0,0,0,0
23.1745,0.25,0.25,0.25,0.25,0,0,0,0
23.1847,0.25,0.25,0.25,0.25,0,0,0,0
23.1949,0.25,0.25,0.25,0.25,0,0,0,0
23.2051,0.25,0.25,0.25,0.25,0,0,0,0
23.2154,0.25,0.25,0.25,0.25,0,0,0,0
23.2256,0.25,0.25,0.25,0.25,0,0,0,0
23.2358,0.25,0.25,0.25,0.25,0,0,0,0
23.246,0.25,0.25,0.25,0.25,0,0,0,0
23.2563,0.25,0.25,0.25,0.25,0,0,0,0
23.2665,0.25,0.25,0.25,0.25,0,0,0,0
23.2767,0.25,0.25,0.25,0.25,0,0,0,0
23.2869,0.25,0.25,0.25,0.25,0,0,0,0
23.2972,0.25,0.25,0.25,0.25,0,0,0,0
23.3074,0.25,0.25,0.25,0.25,0,0,0,0
23.3176,0.25,0.25,0.25,0.25,0,0,0,0
23.3279,0.25,0.25,0.25,0.25,0,0,0,0
23.3381,0.25,0.25,0.25,0.25,0,0,0,0
23.3483,0.25,0.25,0.25,0.25,0,0,0,0
23.3585,0.25,0.25,0.25,0.25,0,0,0,0
23.3688,0.25,0.25,0.25,0.25,0,0,0,0
23.379,0.25,0.25,0.25,0.25,0,0,0,0
23.3893,0.25,0.25,0.25,0.25,0,0,0,0
23.3995,0.25,0.25,0.25,0.25,0,0,0,0
23.4097,0.25,0.25,0.25,0.25,0,0,0,0
23.4199,0.25,0.25,0.25,0.25,0,0,0,0
23.4302,0.25,0.25,0.25,0.25,0,0,0,0
23.4404,0.25,0.25,0.25,0.25,0,0,0,0
23.4506,0.25,0.25,0.25,0.25,0,0,0,0
23.4608,0.25,0.25,0.25,0.25,0,0,0,0
23.471,0.25,0.25,0.25,0.25,0,0,0,0
23.4813,0.25,0.25,0.25,0.25,0,0,0,0
23.4915,0.25,0.25,0.25,0.25,0,0,0,0
23.5017,0.25,0.25,0.25,0.25,0,0,0,0
23.5119,0.25,0.25,0.25,0.25,0,0,0,0
23.5221,0.25,0.25,0.25,0.25,0,0,0,0
23.5324,0.25,0.25,0.25,0.25,0,0,0,0
23.5426,0.25,0.25,0.25,0.25,0,0,0,0
23.5528,0.25,0.25,0.25,0.25,0,0,0,0
23.5631,0.25,0.25,0.25,0.25,0,0,0,0
23.5733,0.25,0.25,0.25,0.25,0,0,0,0
23.5835,0.25,0.25,0.25,0.25,0,0,0,0
23.5938,0.25,0.25,0.25,0.25,0,0,0,0
23.604,0.25,0.25,0.25,0.25,0,0,0,0
23.6142,0.25,0.25,0.25,0.25,0,0,0,0
23.6245,0.25,0.25,0.25,0.25,0,0,0,0
23.6347,0.25,0.25,0.25,0.25,0,0,0,0
23.6449,0.25,0.25,0.25,0.25,0,0,0,0
23.6551,0.25,0.25,0.25,0.25,0,0,0,0
23.6653,0.25,0.25,0.25,0.25,0,0,0,0
23.6756,0.25,0.25,0.25,0.25,0,0,0,0
23.6858,0.25,0.25,0.25,0.25,0,0,0,0
23.696,0.25,0.25,0.25,0.25,0,0,0,0
23.7062,0.25,0.25,0.25,0.25,0,0,0,0
23.7165,0.25,0.25,0.25,0.25,0,0,0,0
23.7267,0.25,0.25,0.25,0.25,0,0,0,0
23.737,0.25,0.25,0.25,0.25,0,0,0,0
23.7472,0.25,0.25,0.25,0.25,0,0,0,0
23.7574,0.25,0.25,0.25,0.25,0,0,0,0
23.7676,0.25,0.25,0.25,0.25,0,0,0,0
23.7779,0.25,0.25,0.25,0.25,0,0,0,0
23.7881,0.25,0.25,0.25,0.25,0,0,0,0
23.7983,0.25,0.25,0.25,0.25,0,0,0,0
23.8085,0.25,0.25,0.25,0.25,0,0,0,0
23.8188,0.25,0.25,0.25,0.25,0,0,0,0
23.829,0.25,0.25,0.25,0.25,0,0,0,0
23.8393,0.25,0.25,0.25,0.25,0,0,0,0
23.8495,0.25,0.25,0.25,0.25,0,0,0,0
23.8597,0.25,0.25,0.25,0.25,0,0,0,0
23.87,0.25,0.25,0.25,0.25,0,0,0,0
23.88,0.25,0.25,0.25,0.25,0,0,0,0
23.8902,0.25,0.25,0.25,0.25,0,0,0,0
23.9003,0.25,0.25,0.25,0.25,0,0,0,0
23.9105,0.25,0.25,0.25,0.25,0,0,0,0
23.9207,0.25,0.25,0.25,0.25,0,0,0,0
23.9309,0.25,0.25,0.25,0.25,0,0,0,0
23.9411,0.25,0.25,0.25,0.25,0,0,0,0
23.9514,0.25,0.25,0.25,0.25,0,0,0,0
23.9616,0.25,0.25,0.25,0.25,0,0,0,0
23.9718,0.25,0.25,0.25,0.25,0,0,0,0
23.9821,0.25,0.25,0.25,0.25,0,0,0,0
23.9923,0.25,0.25,0.25,0.25,0,0,0,0
24.0026,0.25,0.25,0.25,0.25,0,0,0,0
24.0128,0.25,0.25,0.25,0.25,0,0,0,0
24.023,0.25,0.25,0.25,0.25,0,0,0,0
24.0332,0.25,0.25,0.25,0.25,0,0,0,0
24.0434,0.25,0.25,0.25,0.25,0,0,0,0
24.0536,0.25,0.25,0.25,0.25,0,0,0,0
24.0637,0.25,0.25,0.25,0.25,0,0,0,0
24.0738,0.25,0.25,0.25,0.25,0,0,0,0
24.084,0.25,0.25,0.25,0.25,0,0,0,0
24.0942,0.25,0.25,0.25,0.25,0,0,0,0
24.1044,0.25,0.25,0.25,0.25,0,0,0,0
24.1146,0.25,0.25,0.25,0.25,0,0,0,0
24.1247,0.25,0.25,0.25,0.25,0,0,0,0
24.1348,0.25,0.25,0.25,0.25,0,0,0,0
24.1448,0.25,0.25,0.25,0.25,0,0,0,0
24.155,0.25,0.25,0.25,0.25,0,0,0,0
24.1651,0.25,0.25,0.25,0.25,0,0,0,0
24.1752,0.25,0.25,0.25,0.25,0,0,0,0
24.1853,0.25,0.25,0.25,0.25,0,0,0,0
24.1954,0.25,0.25,0.25,0.25,0,0,0,0
24.2055,0.25,0.25,0.25,0.25,0,0,0,0
24.2157,0.25,0.25,0.25,0.25,0,0,0,0
24.2258,0.25,0.25,0.25,0.25,0,0,0,0
24.2359,0.25,0.25,0.25,0.25,0,0,0,0
24.246,0.25,0.25,0.25,0.25,0,0,0,0
24.2561,0.25,0.25,0.25,0.25,0,0,0,0
24.2662,0.25,0.25,0.25,0.25,0,0,0,0
24.2763,0.25,0.25,0.25,0.25,0,0,0,0
24.2864,0.25,0.25,0.25,0.25,0,0,0,0
24.2966,0.25,0.25,0.25,0.25,0,0,0,0
24.3067,0.25,0.25,0.25,0.25,0,0,0,0
24.3168,0.25,0.25,0.25,0.25,0,0,0,0
24.3268,0.25,0.25,0.25,0.25,0,0,0,0
24.337,0.25,0.25,0.25,0.25,0,0,0,0
24.3471,0.25,0.25,0.25,0.25,0,0,0,0
24.3572,0.25,0.25,0.25,0.25,0,0,0,0
24.3673,0.25,0.25,0.25,0.25,0,0,0,0
24.3774,0.25,0.25,0.25,0.25,0,0,0,0
24.3875,0.25,0.25,0.25,0.25,0,0,0,0
24.3976,0.25,0.25,0.25,0.25,0,0,0,0
24.4077,0.25,0.25,0.25,0.25,0,0,0,0
24.4179,0.25,0.25,0.25,0.25,0,0,0,0
24.428,0.25,0.25,0.25,0.25,0,0,0,0
24.4382,0.25,0.25,0.25,0.25,0,0,0,0
24.4483,0.25,0.25,0.25,0.25,0,0,0,0
24.4585,0.25,0.25,0.25,0.25,0,0,0,0
24.4686,0.25,0.25,0.25,0.25,0,0,0,0
24.4788,0.25,0.25,0.25,0.25,0,0,0,0
24.4891,0.25,0.25,0.25,0.25,0,0,0,0
24.4993,0.25,0.25,0.25,0.25,0,0,0,0
24.5095,0.25,0.25,0.25,0.25,0,0,0,0
24.5197,0.25,0.25,0.25,0.25,0,0,0,0
24.5298,0.25,0.25,0.25,0.25,0,0,0,0
24.54,0.25,0.25,0.25,0.25,0,0,0,0
24.5501,0.25,0.25,0.25,0.25,0,0,0,0
24.5602,0.25,0.25,0.25,0.25,0,0,0,0
24.5702,0.25,0.25,0.25,0.25,0,0,0,0
24.5804,0.25,0.25,0.25,0.25,0,0,0,0
24.5905,0.25,0.25,0.25,0.25,0,0,0,0
24.6007,0.25,0.25,0.25,0.25,0,0,0,0
24.6108,0.25,0.25,0.25,0.25,0,0,0,0
24.6209,0.25,0.25,0.25,0.25,0,0,0,0
24.631,0.25,0.25,0.25,0.25,0,0,0,0
24.6412,0.25,0.25,0.25,0.25,0,0,0,0
24.6513,0.25,0.25,0.25,0.25,0,0,0,0
24.6614,0.25,0.25,0.25,0.25,0,0,0,0
24.6717,0.25,0.25,0.25,0.25,0,0,0,0
24.6819,0.25,0.25,0.25,0.25,0,0,0,0
24.6921,0.25,0.25,0.25,0.25,0,0,0,0
24.7025,0.25,0.25,0.25,0.25,0,0,0,0
24.7126,0.25,0.25,0.25,0.25,0,0,0,0
24.7228,0.25,0.25,0.25,0.25,0,0,0,0
24.7329,0.25,0.25,0.25,0.25,0,0,0,0
24.7431,0.25,0.25,0.25,0.25,0,0,0,0
24.7533,0.25,0.25,0.25,0.25,0,0,0,0
24.7635,0.25,0.25,0.25,0.25,0,0,0,0
24.7738,0.25,0.25,0.25,0.25,0,0,0,0
24.784,0.25,0.25,0.25,0.25,0,0,0,0
24.7942,0.25,0.25,0.25,0.25,0,0,0,0
24.8045,0.25,0.25,0.25,0.25,0,0,0,0
24.8147,0.25,0.25,0.25,0.25,0,0,0,0
24.8249,0.25,0.25,0.25,0.25,0,0,0,0
24.8351,0.25,0.25,0.25,0.25,0,0,0,0
24.8454,0.25,0.25,0.25,0.25,0,0,0,0
24.8556,0.25,0.25,0.25,0.25,0,0,0,0
24.8659,0.25,0.25,0.25,0.25,0,0,0,0
24.8761,0.25,0.25,0.25,0.25,0,0,0,0
24.8864,0.25,0.25,0.25,0.25,0,0,0,0
24.8966,0.25,0.25,0.25,0.25,0,0,0,0
24.9068,0.25,0.25,0.25,0.25,0,0,0,0
24.917,0.25,0.25,0.25,0.25,0,0,0,0
24.9272,0.25,0.25,0.25,0.25,0,0,0,0
24.9373,0.25,0.25,0.25,0.25,0,0,0,0
24.9475,0.25,0.25,0.25,0.25,0,0,0,0
24.9577,0.25,0.25,0.25,0.25,0,0,0,0
24.9679,0.25,0.25,0.25,0.25,0,0,0,0
24.9781,0.25,0.25,0.25,0.25,0,0,0,0
24.9882,0.25,0.25,0.25,0.25,0,0,0,0
24.9984,0.25,0.25,0.25,0.25,0,0,0,0
25.0087,0.25,0.25,0.25,0.25,0,0,0,0
25.0189,0.25,0.25,0.25,0.25,0,0,0,0
25.0292,0.25,0.25,0.25,0.25,0,0,0,0
25.0395,0.25,0.25,0.25,0.25,0,0,0,0
25.0497,0.25,0.25,0.25,0.25,0,0,0,0
25.06,0.25,0.25,0.25,0.25,0,0,0,0
25.0701,0.25,0.25,0.25,0.25,0,0,0,0
25.0804,0.25,0.25,0.25,0.25,0,0,0,0
25.0907,0.25,0.25,0.25,0.25,0,0,0,0
25.1009,0.25,0.25,0.25,0.25,0,0,0,0
25.1111,0.25,0.25,0.25,0.25,0,0,0,0
25.1214,0.25,0.25,0.25,0.25,0,0,0,0
25.1317,0.25,0.25,0.25,0.25,0,0,0,0
25.1419,0.25,0.25,0.25,0.25,0,0,0,0
25.1521,0.25,0.25,0.25,0.25,0,0,0,0
25.1624,0.25,0.25,0.25,0.25,0,0,0,0
25.1727,0.25,0.25,0.25,0.25,0,0,0,0
25.183,0.25,0.25,0.25,0.25,0,0,0,0
25.1932,0.25,0.25,0.25,0.25,0,0,0,0
25.2033,0.25,0.25,0.25,0.25,0,0,0,0
25.2136,0.25,0.25,0.25,0.25,0,0,0,0
25.2239,0.25,0.25,0.25,0.25,0,0,0,0
25.2341,0.25,0.25,0.25,0.25,0,0,0,0
25.2444,0.25,0.25,0.25,0.25,0,0,0,0
25.2546,0.25,0.25,0.25,0.25,0,0,0,0
25.2649,0.25,0.25,0.25,0.25,0,0,0,0
25.2752,0.25,0.25,0.25,0.25,0,0,0,0
25.2855,0.25,0.25,0.25,0.25,0,0,0,0
25.2957,0.25,0.25,0.25,0.25,0,0,0,0
25.306,0.25,0.25,0.25,0.25,0,0,0,0
25.3161,0.25,0.25,0.25,0.25,0,0,0,0
25.3263,0.25,0.25,0.25,0.25,0,0,0,0
25.3366,0.25,0.25,0.25,0.25,0,0,0,0
25.3468,0.25,0.25,0.25,0.25,0,0,0,0
